"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Poids_NET_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Teneur_Totale_Nicotine_Tabac_Rouler_Pipe";"Teneur_Nicotine_Base_Tabac_Rouler_Pipe";"Teneur_Nicotine_Sans_Combusion";"Teneur_Nicotine_Base_Sans_Combusion";"pH_Sans_Combusion";"Humidité_Sans_Combustion"
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X BELICOSO XXX [5A7657346FFD6AA6]";"28/01/2022 10:11:00";"Fuente Fuente Opus X";"Belicoso XXX";"sans filtre";42.00;;"Boîte à couvercle basculant";"SKU";"AFOP011";18/11/2016 18:41:29;31/1/2000 00:00:00;117.00;19.00;12473.00;12455.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X FUENTE FUENTE [534164323F0CF8D1]";"28/02/2022 14:04:00";"FUENTE FUENTE OPUS X";"FUENTE FUENTE";"sans filtre";32.00;;"Boîte à couvercle basculant";"SKU";"AFOP002";20/3/2017 10:28:45;31/1/2000 00:00:00;143.00;18.00;13893.00;13875.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X OXO ORO OSCURO [023BDFE621814674]";"28/02/2022 16:01:00";"FUENTE FUENTE OPUS X";"OXO ORO OSCURO";"sans filtre";15.00;;"Boîte à couvercle basculant";"SKU";"AFOP052";29/3/2018 16:21:25;16/3/2021 00:00:00;130.00;17.00;14901.00;14883.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X PERFECXION #5 [9937BC5FE6452239]";"27/06/2022 15:18:00";"FUENTE FUENTE OPUS X";"Perfecxion #5 ";"sans filtre";42.00;;"Boîte à couvercle basculant";"SKU";"AFOP001";20/3/2017 10:28:45;19/4/2000 00:00:00;124.00;16.00;8504.00;8486.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X PERFECXION X [148135055C3B7E3A]";"27/01/2022 13:31:00";"Fuente Fuente Opus X";"Perfecxion X";"sans filtre";32.00;;"Boîte à couvercle basculant";"SKU";"AFOP005";18/11/2016 11:31:26;20/9/2000 00:00:00;160.00;19.00;16442.00;16424.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X PETIT LANCERO [A48B4A7D0965B77A]";"11/03/2022 12:47:00";"Fuente Fuente Opus X";"Petit Lancero";"sans filtre";32.00;;"Boîte à couvercle basculant";"SKU";"AFOP003";20/3/2017 10:28:45;31/1/2000 00:00:00;160.00;15.00;13041.00;13022.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FUENTE FUENTE OPUS X ROBUSTO [CC4DF9DEFAEF746E]";"28/02/2022 16:01:00";"Fuente Fuente Opus X";"Robusto";"sans filtre";29.00;;"Boîte à couvercle basculant";"SKU";"AFOP004";18/11/2016 11:31:03;31/1/2000 00:00:00;133.00;20.00;15594.00;15576.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"FURIA ALECTO [7E0244062284DF44]";"28/02/2022 13:46:00";"Furia";"Alecto";"sans filtre";10.00;;"Boîte à couvercle basculant";"-";"FUR-ALE-B10";14/1/2018 16:51:45;24/1/2018 00:00:00;114.30;22.22;15360.00;15358.46;;;;;;;
"FR";"Produit du tabac";"Cigare";"FURIA MEGAERA [FE2065E4893AC5A2]";"28/02/2022 13:46:00";"Furia";"Megaera";"sans filtre";10.00;;"Boîte à couvercle basculant";"-";"FUR-MEG-B10";14/1/2018 16:51:45;25/1/2018 00:00:00;139.70;21.43;16580.00;16578.34;;;;;;;
"FR";"Produit du tabac";"Cigare";"FURIA TISIPHONE [5D92712E3979B366]";"28/02/2022 13:46:00";"Furia";"Tisiphone";"sans filtre";10.00;;"Boîte à couvercle basculant";"-";"FUR-TIS-B10";14/1/2018 16:51:45;24/1/2018 00:00:00;165.10;23.01;22600.00;22597.74;;;;;;;
"FR";"Produit du tabac";"Cigare";"GRIFFIN'S GRIFFINS ANNIVERSARY CLUB [80301A39944B695D]";"20/01/2022 12:00:00";"Griffin's";"Griffins Anniversary Club";"sans filtre";10.00;495.00;"Boîte à couvercle basculant";"-";"51971";14/11/2016 19:49:58;20/5/2016 00:00:00;140.00;21.00;14500.00;14487.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"GRIFFIN'S GRIFFINS CLASSIC 300 [74C090CBD8D40943]";"20/01/2022 12:01:00";"Griffin's";"Griffins Classic 300";"sans filtre";4.00;115.00;"Boîte avec couvercle coulissant";"-";"41940";14/11/2016 19:06:17;20/5/2016 00:00:00;159.00;17.00;12000.00;11989.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"GRIFFIN'S GRIFFINS NICARAGUA ROBUSTO [F61292F58D5B6AD9]";"20/01/2022 11:49:00";"Griffin's";"Griffins Nicaragua Robusto";"sans filtre";4.00;84.00;"Boîte avec couvercle coulissant";"-";"103543";17/11/2016 06:56:29;20/5/2016 00:00:00;127.00;22.00;14960.00;14947.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"GRIFFIN'S SPECIAL EDITION 2016 [620F0F6C407713C8]";"20/01/2022 11:58:00";"Griffin's";"Griffin's Special Edition 2016";"sans filtre";25.00;2492.00;"Boîte cylindrique en carton/métal";"-";"102189";14/11/2016 19:06:20;20/5/2016 00:00:00;140.00;21.00;14500.00;14487.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"GRIFFIN'S SPECIAL EDITION CLUB [7937D8C16398A727]";"20/01/2022 12:00:00";"Griffin's";"Griffin's Special Edition Club";"sans filtre";10.00;495.00;"Boîte à couvercle basculant";"-";"52027";14/11/2016 19:52:40;20/5/2016 00:00:00;140.00;21.00;14500.00;14487.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"GUANTANAMERA CRISTALES [07FA9134137DD85B]";"25/02/2022 12:14:00";"Guantanamera";"Cristales";"sans filtre";10.00;85.20;"Boîte avec couvercle coulissant";"EAN";"850 000 154 0236";27/10/2016 18:21:51;1/1/2016 00:00:00;150.00;16.00;8520.00;8512.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"GUANTANAMERA DECIMOS [6CB04BE250721486]";"25/02/2022 14:10:00";"Guantanamera ";"Décimos";"sans filtre";5.00;30.00;"Boîte avec couvercle coulissant";"EAN";"850 000 154 0274";24/10/2016 16:47:31;1/1/2016 00:00:00;132.00;14.70;6000.00;5994.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"GURKHA CELLAR RESERVE 15 YEARS HEDONISM [99E8AF5322FD75D2]";"15/06/2022 17:28:00";"Gurkha";"Cellar Reserve 15 Years Hedonism";"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"879790004242";7/4/2020 17:56:16;1/5/2016 00:00:00;152.40;23.02;19874.00;19576.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"GURKHA CELLAR RESERVE 15 YEARS KOI [FE17C6680E5913E0]";"15/06/2022 17:28:00";"Gurkha";"Cellar Reserve 15 Years KOI";"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"879790004228";7/4/2020 17:56:16;1/5/2016 00:00:00;101.60;23.02;14196.00;13983.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"GURKHA CELLAR RESERVE 15 YEARS SOLARA [EBE0A50F71B67FDB]";"15/06/2022 17:28:00";"Gurkha";"Cellar Reserve 15 Years Solara";"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"879790004235";7/4/2020 17:56:16;1/5/2016 00:00:00;127.00;23.02;17035.00;16779.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"H. UPMANN MAGNUM 50 [1C559D2165ED257C]";"01/03/2022 12:03:00";"H. UPMANN";"MAGNUM 50";"sans filtre";10.00;;"Boîte à glissière";"SKU";"10.9113.11.1740";4/1/2017 15:14:39;1/1/2015 00:00:00;160.00;19.84;15050.00;15048.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN CONNOISSEUR B ( CDH+HS) [2CB2382F25A1F881]";"01/03/2022 12:03:00";"H.UPMANN";"CONNOISSEUR B ( CDH+HS)";"sans filtre";25.00;;"Boîte à glissière";"SKU";"10.9133.11.0557";20/4/2017 11:49:11;1/1/2015 00:00:00;150.00;21.43;15230.00;15228.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN CONNOISSEUR N°1 [BD6E004A57840631]";"01/03/2022 12:03:00";"H.UPMANN";"CONNOISSEUR N°1";"sans filtre";25.00;;"Boîte à glissière";"SKU";"10.8045.11.0551";4/1/2017 15:14:39;1/1/2015 00:00:00;127.00;19.05;10860.00;10858.90;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN CORONAS JUNIOR [ADAB67A37386F7AF]";"01/03/2022 12:03:00";"H.UPMANN";"CORONAS JUNIOR";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.7005.11.0290";4/1/2017 15:14:39;1/1/2015 00:00:00;115.00;14.29;5430.00;5429.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN CORONAS JUNIOR [BE4C67CDD43474E9]";"01/03/2022 12:03:00";"H.UPMANN";"CORONAS JUNIOR";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.7005.11.0191";4/1/2017 15:14:39;1/1/2015 00:00:00;115.00;14.29;5430.00;5429.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN CORONAS MAJOR [C00DF8A5A3D95984]";"01/03/2022 12:03:00";"H.UPMANN";"CORONAS MAJOR";"sans filtre";25.00;;"Boîte pliante à couvercle basculant";"SKU";"10.7032.11.0290";4/1/2017 15:14:39;1/1/2015 00:00:00;132.00;16.67;8660.00;8659.10;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN CORONAS MINOR [4C92EED16755CCEE]";"01/03/2022 12:03:00";"H.UPMANN";"CORONAS MINOR";"sans filtre";25.00;;"Boîte pliante à couvercle basculant";"SKU";"10.7019.11.0291";4/1/2017 15:14:39;1/1/2015 00:00:00;117.00;15.88;6780.00;6779.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN EPICURES [048640403B48FB8C]";"01/03/2022 12:03:00";"H.UPMANN";"EPICURES";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.7034.11.0190";4/1/2017 15:14:39;1/1/2015 00:00:00;110.00;13.89;4810.00;4809.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN HALF CORONA [8EFD8EAA53C6D564]";"01/03/2022 12:03:00";"H.UPMANN";"HALF CORONA";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.7148.11.0190";4/1/2017 15:14:39;1/1/2015 00:00:00;90.00;17.46;7110.00;7109.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN HALF CORONA [D8C2AD5CAEB1DEFE]";"01/03/2022 12:03:00";"H.UPMANN";"HALF CORONA";"sans filtre";5.00;;"Boîte en métal à couvercle basculant";"SKU";"10.7148.11.1880";4/1/2017 15:14:39;1/1/2015 00:00:00;90.00;17.46;7110.00;7109.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN HUMIDOR REPLICA ANTIGUA - 2014 (CDH) [AECCD24D2388173A]";"01/03/2022 12:03:00";"H.UPMANN";"HUMIDOR REPLICA ANTIGUA - 2014 (CDH)";"sans filtre";50.00;;"Boîte pliante à couvercle basculant";"SKU";"12.9180.11.1080";4/1/2017 15:14:39;1/1/2015 00:00:00;180.00;23.02;18570.00;18568.10;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 50 [14F9E978B881E2D0]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 50";"sans filtre";25.00;;"Boîte à glissière";"SKU";"10.9113.11.0550";4/1/2017 15:14:39;1/1/2015 00:00:00;160.00;19.84;15050.00;15048.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 50 [5AA047BB38AD164D]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 50";"sans filtre";3.00;;"Boîte avec couvercle coulissant";"SKU";"10.9113.11.0780";4/1/2017 15:14:39;1/1/2015 00:00:00;160.00;19.84;15050.00;15048.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 50 [B603D7DD11996259]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 50";"sans filtre";50.00;;"Boîte à glissière";"SKU";"10.9113.11.0560";4/1/2017 15:14:39;1/1/2015 00:00:00;160.00;19.84;15050.00;15048.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 54 [164EC9040E0F9E78]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 54";"sans filtre";25.00;;"Boîte à glissière";"SKU";"10.8197.11.0550";4/1/2017 15:14:39;1/9/2016 00:00:00;120.00;21.43;12690.00;12688.70;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 54 [32251B5EAA24C3C0]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 54";"sans filtre";10.00;;"Boîte à glissière";"SKU";"10.8197.11.2400";4/1/2017 15:14:39;1/9/2016 00:00:00;120.00;21.43;12690.00;12688.70;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 54 [D519CD8941549209]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 54";"sans filtre";3.00;;"Boîte avec couvercle coulissant";"SKU";"10.8197.11.0780";4/1/2017 15:14:39;1/9/2016 00:00:00;120.00;21.43;12690.00;12688.70;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 56 (TR) [F48EBE49729DA890]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 56 (TR)";"sans filtre";20.00;;"Boîte cylindrique en métal";"SKU";"12.9181.11.2716";27/4/2021 10:45:46;1/6/2019 00:00:00;150.00;22.22;17010.00;17008.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAGNUM 56-2015 [4137309109C13820]";"01/03/2022 12:03:00";"H.UPMANN";"MAGNUM 56-2015";"sans filtre";25.00;;"Boîte à glissière";"SKU";"11.9185.11.0550";4/1/2017 15:14:39;1/1/2015 00:00:00;150.00;22.23;17010.00;17008.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN MAJESTIC [70BEBE1063469581]";"01/03/2022 12:03:00";"H.UPMANN";"MAJESTIC";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.7021.11.0191";4/1/2017 15:14:39;1/1/2015 00:00:00;140.00;15.88;8110.00;8109.20;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN PROPIOS - 2018 [5540C6CCB842709A]";"01/03/2022 12:03:00";"H.UPMANN";"PROPIOS - 2018";"sans filtre";25.00;;"Boîte pliante à couvercle basculant";"SKU";"11.7170.11.1060";3/5/2018 10:10:15;1/9/2018 00:00:00;120.00;18.25;9570.00;9569.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN REGALIAS [D02DD664A6595478]";"01/03/2022 12:03:00";"H.UPMANN";"REGALIAS";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.7070.11.0192";4/1/2017 15:14:39;1/1/2015 00:00:00;129.00;16.67;8460.00;8459.20;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN ROYAL ROBUSTO (CDH) [9DE953249B95BB50]";"01/03/2022 12:03:00";"H.UPMANN";"ROYAL ROBUSTO (CDH)";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"10.8104.11.0047";27/4/2021 10:45:46;1/1/2015 00:00:00;135.00;20.64;13200.00;13198.70;;;;;;;
"FR";"Produit du tabac";"Cigare";"H.UPMANN SIR WINSTON - 2017 [60FAFA2003A77B8E]";"01/03/2022 12:03:00";"H.UPMANN";"SIR WINSTON - 2017";"sans filtre";3.00;;"Boîte pliante à couvercle basculant";"SKU";"14.9047.11.1870";20/4/2017 11:49:11;1/9/2017 00:00:00;178.00;18.65;15070.00;15068.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEDON CORONA GORGA [987DCD73F6382A60]";"16/07/2020 21:13:00";"HEDON";"Corona Gorga";"sans filtre";10.00;;"Boîte en carton";"SKU";"411406";16/7/2020 21:13:13;1/6/2016 00:00:00;143.00;18.26;1100.00;700.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEDON GRAND ROBUSTO [D153502837197C04]";"16/07/2020 21:12:00";"HEDON";"Grand Robusto";"sans filtre";10.00;;"Boîte en carton";"SKU";"411505";16/7/2020 21:12:46;1/6/2016 00:00:00;150.00;20.64;1400.00;700.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEDON ROBUSTO [0EDD6AB27C6EB74A]";"16/07/2020 21:12:00";"HEDON";"Robusto";"sans filtre";10.00;;"Boîte en carton";"SKU";"411208";16/7/2020 21:12:08;1/6/2016 00:00:00;124.00;19.84;1200.00;600.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEDON SHORT [249D26C15EC39FFF]";"16/07/2020 21:11:00";"HEDON";"Short ";"sans filtre";10.00;;"Boîte en carton";"SKU";"411000";16/7/2020 21:11:08;1/6/2016 00:00:00;105.00;19.84;1000.00;500.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEISENBERG ROBUSTO [6B1D6D7C1F636627]";"11/05/2017 18:12:00";"Heisenberg";"Robusto";"sans filtre";10.00;180.00;"Boîte à couvercle basculant";"-";"01244-16-31105";28/11/2016 15:14:57;1/12/2016 00:00:00;101.60;25.79;18010.00;18000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEMINGWAY MASTERPIECE NATURAL [8AA7CB0945AD49EB]";"21/03/2022 11:53:00";"Hemingway ";"Masterpiece Natural";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"AF8001";20/3/2017 10:28:45;20/9/2000 00:00:00;229.00;20.00;21545.00;21527.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"HEMINGWAY SHORT STORY [4AC130BEC6D43AD2]";"24/02/2022 17:00:00";"Hemingway ";"Short Story";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"AF800";18/11/2016 11:36:49;26/5/2000 00:00:00;102.00;19.00;7937.00;7919.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"HENRI WINTERMANS CORONA 05 [CFDD7FE77AC3AC8B]";"25/01/2022 14:38:00";"Henri Wintermans";"Corona 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32403698";21/11/2016 14:59:18;1/8/2019 00:00:00;116.00;17.00;6600.00;6581.05;;;;;;;
"FR";"Produit du tabac";"Cigare";"HENRI WINTERMANS HALF CORONA 05 [3D400487A948900D]";"09/03/2022 16:08:00";"Henri Wintermans";"Half Corona 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32403667";9/7/2019 08:53:05;1/8/2019 00:00:00;105.00;13.50;3650.00;3455.97;;;;;;;
"FR";"Produit du tabac";"Cigare";"HIRAM AND SOLOMON ENTERED APPRENTICE ROBUSTO [DA475CC7FA31F564]";"04/12/2020 08:32:00";"Hiram and Solomon";"Entered Apprentice Robusto";"sans filtre";20.00;;"Boîte à glissière";"-";"1144";3/4/2019 14:35:27;1/5/2017 00:00:00;127.00;20.64;13040.00;12844.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HIRAM AND SOLOMON FELLOW CRAFT TORO [67454A02B64CB0C9]";"04/12/2020 08:32:00";"Hiram and Solomon";"Fellow Craft Toro";"sans filtre";20.00;;"Boîte à glissière";"-";"1149";3/4/2019 14:35:27;1/5/2017 00:00:00;152.40;20.64;15870.00;15632.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HIRAM AND SOLOMON MASTER MASON GRAN TORO [ABAD65C34C985499]";"04/12/2020 08:32:00";"Hiram and Solomon";"Master Mason Gran Toro";"sans filtre";20.00;;"Boîte à glissière";"-";"1157";3/4/2019 14:35:27;1/5/2017 00:00:00;152.40;23.81;20970.00;20655.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [0305A2447CFC3D69]";"11/08/2020 18:59:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 8";24/10/2018 23:48:39;3/10/2011 00:00:00;95.00;21.00;12000.00;12000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [1793ABE727804B63]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 3";24/10/2018 23:48:39;3/10/2011 00:00:00;140.00;21.00;18000.00;18000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [1BF44BEA026792EA]";"04/04/2017 16:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 5";18/11/2016 16:09:37;3/10/2011 00:00:00;121.00;21.00;16000.00;16000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [1CCF2C4CC603565C]";"04/04/2017 16:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO MADURO 0";18/11/2016 16:09:39;3/10/2011 00:00:00;178.00;25.00;30000.00;30000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [2023CDB03665C354]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO HERITAGE 1";24/10/2018 23:48:39;1/7/2019 00:00:00;123.00;24.00;18000.00;18000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [2F7F06BF502C9394]";"18/11/2016 22:58:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO SLED";18/11/2016 19:50:37;1/3/2015 00:00:00;133.00;26.00;28000.00;28000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [320350BAE7215066]";"30/03/2021 03:03:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO MADURO 6";24/10/2018 23:48:39;3/10/2011 00:00:00;102.00;26.00;18000.00;18000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [4040E387A236B77A]";"18/11/2016 19:15:00";"HORACIO";"";"sans filtre";12.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"HORACIO BOLOSOS";18/11/2016 16:39:54;1/3/2015 00:00:00;140.00;25.00;24000.00;24000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [496B15EB949C1D25]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 1";24/10/2018 23:48:39;3/10/2011 00:00:00;153.00;24.00;23000.00;23000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [4D3C4D570DEF929B]";"04/04/2017 16:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO MADURO 1";18/11/2016 16:09:38;3/10/2011 00:00:00;153.00;24.00;23000.00;23000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [50AE8B124AEFCDBF]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 0";24/10/2018 23:48:39;3/10/2011 00:00:00;178.00;25.00;30000.00;30000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [510531007EAD19C0]";"04/04/2017 16:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO COLOSSO";18/11/2016 16:19:24;1/3/2015 00:00:00;140.00;24.00;22000.00;22000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [573475EB33A21EFF]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 5";24/10/2018 23:48:39;3/10/2011 00:00:00;121.00;21.00;16000.00;16000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [57FD7BC61A2B2565]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO MADURO 1";24/10/2018 23:48:39;3/10/2011 00:00:00;153.00;24.00;23000.00;23000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [58FB7F7061F04773]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO XXL";24/10/2018 23:48:39;1/3/2015 00:00:00;178.00;28.00;34000.00;34000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [6809907EC482DA7E]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO HERITAGE 6";24/10/2018 23:48:39;1/7/2019 00:00:00;121.00;21.00;16000.00;16000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [69BE08E3EAFC8A66]";"04/04/2017 16:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO MADURO 5";18/11/2016 16:09:37;3/10/2011 00:00:00;121.00;21.00;16000.00;16000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [6AD8EF6913672336]";"18/11/2016 19:15:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO XXL";18/11/2016 16:39:54;1/3/2015 00:00:00;178.00;28.00;34000.00;34000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [6AFC173E76C1150B]";"30/03/2017 17:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 2";18/11/2016 16:09:38;3/10/2011 00:00:00;164.00;21.00;24000.00;24000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [706AA9C8606DEDAA]";"04/04/2017 16:38:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO 6";18/11/2016 16:09:37;3/10/2011 00:00:00;102.00;26.00;18000.00;18000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [77CE7803626BE890]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO MADURO 5";24/10/2018 23:48:39;3/10/2011 00:00:00;121.00;21.00;16000.00;16000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"HORACIO  [7E43F3869A0897BD]";"15/07/2020 01:43:00";"HORACIO";"";"sans filtre";15.00;;"Boîte à couvercle supérieur rabattable, bord arrondi";"-";"HORACIO XL";24/10/2018 23:48:39;1/3/2015 00:00:00;127.00;24.00;20000.00;20000.00;;;;;;;
