"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Poids_NET_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Teneur_Totale_Nicotine_Tabac_Rouler_Pipe";"Teneur_Nicotine_Base_Tabac_Rouler_Pipe";"Teneur_Nicotine_Sans_Combusion";"Teneur_Nicotine_Base_Sans_Combusion";"pH_Sans_Combusion";"Humidité_Sans_Combustion"
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO GORDITO 20 [9A5AD91210D7CDD1]";"13/01/2022 14:49:00";"Balmoral";"Anejo Xo Oscuro Gordito 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442022";30/11/2020 09:00:00;1/1/2021 00:00:00;102.00;23.00;14900.00;14889.93;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO GORDITO 20 [ACAE02BE9226A341]";"13/01/2022 14:49:00";"Balmoral";"Anejo Xo Oscuro Gordito 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442063";30/11/2020 09:00:00;1/1/2021 00:00:00;102.00;23.00;14900.00;14889.93;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO GRAN TORO 20 [BDBE4FE63AFDC675]";"10/01/2022 12:42:00";"Balmoral";"Anejo Xo Oscuro Gran Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442064";30/11/2020 09:00:00;1/1/2021 00:00:00;159.00;20.60;16000.00;15989.18;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO GRAN TORO 20 [FD87EEE9DF4C44E0]";"10/01/2022 12:42:00";"Balmoral";"Anejo Xo Oscuro Gran Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442024";30/11/2020 09:00:00;1/1/2021 00:00:00;159.00;20.60;16000.00;15989.18;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO ROTHSCHILD MASIVO 20 [7036875D7F0E3001]";"10/01/2022 12:49:00";"Balmoral";"Anejo Xo Oscuro Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442144";30/11/2020 09:00:00;10/6/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO ROTHSCHILD MASIVO 20 [72CB9968F336DDFB]";"10/01/2022 12:49:00";"Balmoral";"Anejo Xo Oscuro Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442062";30/11/2020 09:00:00;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO ROTHSCHILD MASIVO 20 [E975C6DAE0991251]";"10/01/2022 12:49:00";"Balmoral";"Anejo Xo Oscuro Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442023";30/11/2020 09:00:00;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO TORPEDO MK52 20 [241D55115A53FC89]";"13/01/2022 14:49:00";"Balmoral";"Anejo Xo Oscuro Torpedo Mk52 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442145";30/11/2020 09:00:00;10/6/2021 00:00:00;159.00;20.60;16200.00;16189.05;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO TORPEDO MK52 20 [556294D1B47103D9]";"13/01/2022 14:49:00";"Balmoral";"Anejo Xo Oscuro Torpedo Mk52 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442040";30/11/2020 09:00:00;1/1/2021 00:00:00;159.00;20.60;16200.00;16189.05;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO PETIT ROBUSTO FT 20 [8FF5641572B20CA1]";"13/01/2022 08:17:00";"Balmoral";"Anejo Xo Petit Robusto Ft 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442146";30/11/2020 11:53:46;10/6/2021 00:00:00;120.00;19.20;10500.00;10492.90;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO PETIT ROBUSTO FT 20 [F11CF16CA34AD486]";"13/01/2022 08:17:00";"Balmoral";"Anejo Xo Petit Robusto Ft 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442052";30/11/2020 11:53:46;1/1/2021 00:00:00;120.00;19.20;10500.00;10492.90;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO ROTHSCHILD MASIVO 20 [876C3F3F8785B7C6]";"13/01/2022 08:17:00";"Balmoral";"Anejo Xo Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442147";30/11/2020 11:53:46;10/6/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO ROTHSCHILD MASIVO 20 [9990E229EDF67E03]";"13/01/2022 08:17:00";"Balmoral";"Anejo Xo Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442050";30/11/2020 11:53:46;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO ROTHSCHILD MASIVO COLLECTION 04 CONNECTICUT ROTHSCHILD MASIVO [90EA57BD7C9DDBF8]";"16/03/2022 15:20:00";"Balmoral";"Anejo Xo Rothschild Masivo Collection 04 Connecticut Rothschild Masivo";"sans filtre";4.00;;"Boîte à couvercle basculant";"SKU";"32442034";30/11/2020 10:02:33;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO ROTHSCHILD MASIVO COLLECTION 04 NICARAGUA ROTHSCHILD MASIVO [98E3CDD91D592C44]";"14/01/2022 10:31:00";"Balmoral";"Anejo Xo Rothschild Masivo Collection 04 Nicaragua Rothschild Masivo";"sans filtre";4.00;;"Boîte à couvercle basculant";"SKU";"32442034";30/11/2020 10:02:33;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO ROTHSCHILD MASIVO COLLECTION 04 OSCURO ROTHSCHILD MASIVO [5FF91BC843CF025F]";"10/01/2022 12:49:00";"Balmoral";"Anejo Xo Rothschild Masivo Collection 04 Oscuro Rothschild Masivo";"sans filtre";4.00;;"Boîte à couvercle basculant";"SKU";"32442034";30/11/2020 09:00:00;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO ROTHSCHILD MASIVO COLLECTION 04 ROTHSCHILD MASIVO [B0330656A45C05EA]";"13/01/2022 08:17:00";"Balmoral";"Anejo Xo Rothschild Masivo Collection 04 Rothschild Masivo";"sans filtre";4.00;;"Boîte à couvercle basculant";"SKU";"32442034";30/11/2020 11:53:46;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"A FLORES GRAN RESERVA COROJO HALF CORONA [01BEFB0E5378DB2A]";"17/06/2022 13:14:00";"A Flores";"Gran Reserva Corojo Half Corona";"sans filtre";5.00;;"Boîte en métal à couvercle basculant";"-";"AF-GRC-HC-5";12/1/2018 10:52:30;10/3/2015 00:00:00;88.90;18.25;8000.00;7999.20;;;;;;;
"FR";"Produit du tabac";"Cigare";"A FLORES SERIE PRIVADA HABANO SP54 [07812214F5D7CE44]";"15/06/2022 14:48:00";"A Flores";"Serie Privada Habano SP54";"sans filtre";24.00;;"Boîte pliante à couvercle basculant";"-";"AF-SPH-24";14/1/2018 01:40:07;1/7/2016 00:00:00;127.00;20.63;14000.00;13998.60;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY BLACK MARKET FILTHY HOOLIGAN [E4FB638EB6F31D57]";"31/03/2022 17:35:00";"Alec Bradley";"Black Market Filthy Hooligan";"sans filtre";22.00;;"Boîte à couvercle basculant";"UPC";"815337013971";30/4/2020 18:03:58;1/9/2019 00:00:00;152.40;19.80;18076.00;18074.19;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY BLACK MARKET GORDO [FE6E88F01187510E]";"06/05/2022 23:07:00";"Alec Bradley";"Black Market Gordo ";"sans filtre";22.00;;"Boîte à couvercle basculant";"UPC";"81533701001878";2/11/2016 21:27:12;14/4/2014 00:00:00;152.40;23.80;25248.00;25245.47;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY BLACK MARKET ROBUSTO [A7F95296C56767C4]";"06/05/2022 23:07:00";"Alec Bradley";"Black Market Robusto";"sans filtre";22.00;;"Boîte à couvercle basculant";"UPC";"81533701001830";8/11/2016 19:23:59;13/4/2014 00:00:00;133.40;20.60;16066.00;16064.39;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY BLACK MARKET TORPEDO [FF2840441A567B28]";"06/05/2022 23:07:00";"Alec Bradley";"Black Market Torpedo";"sans filtre";22.00;;"Boîte à couvercle basculant";"UPC";"81533701001861";16/11/2016 17:48:01;13/4/2014 00:00:00;155.60;21.40;19510.00;19508.04;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY PRENSADO DOUBLE T [D8124BF9496B7F9D]";"27/02/2021 18:35:00";"Alec Bradley";"Prensado Double T";"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"81533701001946";18/11/2016 22:39:05;1/9/2014 00:00:00;152.40;24.60;24346.00;24343.56;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY PRENSADO ROBUSTO [3A013C9981AC8AD8]";"31/03/2022 17:35:00";"Alec Bradley";"Prensado Robusto";"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"81533701000215";18/11/2016 22:39:05;2/9/2014 00:00:00;127.00;19.80;12456.00;12454.75;;;;;;;
"FR";"Produit du tabac";"Cigare";"ALEC BRADLEY TEMPUS NATURAL TERRA NOVO [5DE03C3084F8446E]";"07/03/2022 20:54:00";"Alec Bradley";"Tempus Natural Terra Novo";"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"81533701000017";21/11/2016 02:57:36;1/1/2018 00:00:00;127.00;19.80;13588.00;13586.64;;;;;;;
"FR";"Produit du tabac";"Cigare";"ANTICO TOSCANO  [9148609498FE8B7C]";"10/01/2022 16:47:00";"ANTICO TOSCANO";"";"sans filtre";5.00;;"Boîte en carton";"-";"413";22/6/2016 12:30:21;1/1/2015 00:00:00;153.00;14.50;8500.00;8460.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE CANONES [CAF87DBB6EE9806A]";"24/02/2022 17:00:00";"Arturo Fuente";"Cañones";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"AF600";20/3/2017 10:28:45;31/1/2000 00:00:00;216.00;21.00;25515.00;25496.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE CHATEAU FUENTE [692F863FBD382E5A]";"24/02/2022 17:00:00";"Arturo Fuente";"Château Fuente";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"AF9001";18/11/2016 11:29:45;31/1/2000 00:00:00;114.00;20.00;12473.00;12455.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE CHATEAU FUENTE [A43F781A2F9D2F3F]";"13/05/2022 12:51:00";"Arturo Fuente";"Château Fuente";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"AF9010";31/3/2021 19:12:13;28/9/2020 00:00:00;114.00;20.00;12474.00;12456.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE CUBANITOS [882CBDA1B1935740]";"27/01/2022 10:48:00";"Arturo Fuente";"Cubanitos";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"AF1027";18/11/2016 11:33:21;19/4/2000 00:00:00;114.00;13.00;4255.00;4236.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE DOUBLE CHATEAU FUENTE [1CE12710C9330FB2]";"31/03/2022 16:31:00";"Arturo Fuente";"Double Château Fuente";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"AF9002";18/11/2016 11:29:19;31/1/2000 00:00:00;114.00;20.00;118144.00;18126.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE DOUBLE CHATEAU FUENTE [A08756CB8A5930B2]";"31/03/2022 16:50:00";"Arturo Fuente";"Double Chateau Fuente";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"AF9012";18/11/2016 11:30:25;11/9/2009 00:00:00;171.00;20.00;18143.00;18125.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE EXQUISITOS MADURO [2244B80D3B6FFD65]";"24/02/2022 17:00:00";"Arturo Fuente";"Exquisitos Maduro";"sans filtre";50.00;;"Boîte à couvercle basculant";"SKU";"AF1028M";18/11/2016 11:33:27;19/4/2000 00:00:00;114.00;13.00;5103.54;5103.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE FLOR FINA 8-5-8 [1D63721D0E195ABA]";"24/02/2022 17:00:00";"Arturo Fuente";"Flor Fina 8-5-8";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"AF9030";29/3/2018 16:21:25;26/5/2000 00:00:00;159.00;19.00;13608.00;13590.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ARTURO FUENTE N°4 SUNGROWN [85E5A5FD7C868693]";"26/09/2021 22:24:00";"Arturo Fuente";"N°4 Sungrown";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"AF0916";18/11/2016 11:30:48;13/5/2005 00:00:00;140.00;17.00;9071.00;9053.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASHTON CLASSIC MAGNUM (ROBUSTO) 25ER  [04964BDCCD06B112]";"02/02/2022 16:51:00";"Ashton Classic Magnum (Robusto) 25er";"";"sans filtre";25.00;;"Boîte à couvercle basculant";"-";"1500403";17/11/2016 17:51:31;1/1/1989 00:00:00;125.00;19.50;13040.80;13039.46;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM 13  [074C92EA026870B5]";"16/04/2021 20:28:00";"Asylum 13";"";"sans filtre";20.00;;"Boîte avec couvercle coulissant";"EAN";"743400330646";1/12/2016 21:44:13;12/10/2015 00:00:00;177.80;27.78;22700.00;22675.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM 13  [0B3199369D216326]";"16/04/2021 20:28:00";"Asylum 13";"";"sans filtre";20.00;;"Fagot";"EAN";"7434003300080";29/11/2016 21:39:10;2/2/2017 00:00:00;152.40;31.75;27200.00;27170.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM 13  [2E95764742BE768C]";"16/04/2021 20:28:00";"Asylum 13";"";"sans filtre";21.00;;"Boîte avec couvercle coulissant";"EAN";"74340003300752";29/11/2016 21:39:10;26/6/2016 00:00:00;203.20;31.75;63500.00;63430.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM 13  [651D62A9D327FD15]";"26/04/2021 16:12:00";"Asylum 13";"";"sans filtre";20.00;;"Boîte avec couvercle coulissant";"SKU";"A1369";27/3/2018 17:45:53;4/1/2018 00:00:00;101.60;27.78;19630.00;19630.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM 13  [8FBA9549E80F10F2]";"18/05/2021 23:28:00";"Asylum 13";"";"sans filtre";20.00;;"Boîte avec couvercle coulissant";"EAN";"7434003300103";29/11/2016 02:25:44;12/10/2015 00:00:00;127.00;19.84;18100.00;18080.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM INSIDOUS  [13563283B5EF8032]";"28/04/2020 19:38:00";"Asylum Insidous";"";"sans filtre";25.00;;"Boîte à couvercle basculant";"EAN";"7423834501223";30/11/2016 20:32:17;26/1/2015 00:00:00;101.60;17.46;13600.00;13585.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM INSIDOUS  [4E57B6D10600930D]";"09/09/2020 00:16:00";"ASYLUM INSIDOUS ";"";"sans filtre";2131016388.00;;"Boîte avec couvercle coulissant";"EAN";"25";9/9/2020 00:16:31;9/9/2020 00:00:00;152.40;23.81;18080.00;18080.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM INSIDOUS  [ACA8DC24EF4E8A98]";"28/04/2020 19:38:00";"Asylum Insidous ";"";"sans filtre";25.00;;"Boîte avec couvercle coulissant";"EAN";"7423834500608";30/11/2016 01:23:39;26/1/2015 00:00:00;127.00;19.84;13600.00;13585.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM INSIDOUS  [AEEF397A1EF73282]";"28/04/2020 19:38:00";"Asylum Insidous";"";"sans filtre";20.00;;"Fagot";"EAN";"7423834501223";30/11/2016 20:32:17;28/2/2017 00:00:00;101.60;17.46;13600.00;13585.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"ASYLUM13  [7B093AC44DC814FB]";"18/05/2021 23:28:00";"Asylum13";"";"sans filtre";20.00;;"Boîte avec couvercle coulissant";"EAN";"3743400330097";29/11/2016 02:25:43;3/3/2015 00:00:00;127.00;19.84;13600.00;13585.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO HERITAGE ROBUSTO [83C17A2117F02507]";"20/01/2022 12:01:00";"Avo";"Avo Heritage Robusto";"sans filtre";4.00;82.00;"Boîte avec couvercle coulissant";"-";"103561";14/11/2016 19:07:07;20/5/2016 00:00:00;124.00;20.00;13100.00;13088.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO HERITAGE ROBUSTO [887C5B94E4A74151]";"20/01/2022 12:01:00";"Avo";"Avo Heritage Robusto";"sans filtre";20.00;489.00;"Boîte à couvercle basculant";"-";"57059";14/11/2016 19:07:07;19/4/2018 00:00:00;124.00;20.00;13100.00;13088.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO HERITAGE ROBUSTO [95C109F9DE4E4FC7]";"20/01/2022 12:01:00";"Avo";"Avo Heritage Robusto";"sans filtre";20.00;497.00;"Boîte à couvercle basculant";"-";"30170";14/11/2016 19:07:07;20/5/2016 00:00:00;124.00;20.00;13100.00;13088.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO IMPROVISATION LIMITED EDITION 2017 [4CFC4654130E7242]";"20/01/2022 16:33:00";"Avo";"Avo Improvisation Limited Edition 2017";"sans filtre";16.00;1477.00;"Boîte à glissière";"-";"105170";18/10/2017 09:48:38;1/7/2017 00:00:00;152.00;24.00;23000.00;22980.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO LIMITED EDITION 2014 [F07E90BA185E846D]";"20/01/2022 11:59:00";"Avo";"Avo Limited Edition 2014";"sans filtre";16.00;1291.00;"Boîte à couvercle basculant";"-";"50867";14/11/2016 19:49:45;20/5/2016 00:00:00;152.00;21.00;16063.00;16049.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO SYNCRO NICARAGUA ROBUSTO [653354C553BE94C1]";"13/04/2022 13:31:00";"Avo";"Avo Syncro Nicaragua Robusto";"sans filtre";20.00;520.00;"Boîte à couvercle basculant";"-";"57084";14/11/2016 13:52:27;20/5/2016 00:00:00;127.00;20.00;14050.00;14037.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"AVO XO PRELUDIO [5EAEA7E9F6151EF3]";"20/01/2022 12:01:00";"Avo";"Avo XO Preludio";"sans filtre";20.00;595.00;"Boîte à couvercle basculant";"-";"41831";14/11/2016 19:09:24;20/5/2016 00:00:00;152.00;16.00;9320.00;9312.00;0.00;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO 29 ROTHSCHILD MASIVO FT COLLECTION 10 [121E9963AD668A6F]";"14/01/2022 12:49:00";"Balmoral";"Anejo 29 Rothschild Masivo Ft Collection 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32442134";30/11/2020 11:53:46;1/1/2021 00:00:00;125.00;21.80;15618.60;15608.04;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO 29 ROTHSCHILD MASIVO FT COLLECTION 10 [898D7709C9A0054C]";"14/01/2022 12:49:00";"Balmoral";"Anejo 29 Rothschild Masivo Ft Collection 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32442036";30/11/2020 11:53:46;1/1/2021 00:00:00;125.00;21.80;15618.60;15608.04;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO CONNECTICUT PETIT ROBUSTO FT 20 [481690B1F964B15F]";"13/01/2022 09:32:00";"Balmoral";"Anejo Xo Connecticut Petit Robusto Ft 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442020";30/11/2020 10:02:33;1/1/2021 00:00:00;118.00;19.20;10500.00;10492.90;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO CONNECTICUT ROTHSCHILD MASIVO 20 [E37E39AB3278119C]";"16/03/2022 15:20:00";"Balmoral";"Anejo Xo Connecticut Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442021";30/11/2020 10:02:33;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO CONNECTICUT TORPEDO MK52 20 [8711D6CB6BD7515E]";"14/01/2022 10:31:00";"Balmoral";"Anejo Xo Connecticut Torpedo Mk52 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442019";30/11/2020 10:02:33;1/1/2021 00:00:00;159.00;20.60;16200.00;16189.05;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO GORDITO 20 [0A4AF4B13E7AB0EB]";"14/01/2022 12:02:00";"Balmoral";"Anejo Xo Gordito 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442049";30/11/2020 11:53:46;1/1/2021 00:00:00;102.00;23.00;14900.00;14889.93;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO GORDO 20 [CFF3D76FCF29D98F]";"13/01/2022 13:00:00";"Balmoral";"Anejo Xo Gordo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442041";30/11/2020 09:00:00;1/1/2021 00:00:00;152.00;23.80;22500.00;22484.79;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO GRAN TORO 20 [8E64D54F3EE23373]";"13/01/2022 08:07:00";"Balmoral";"Anejo Xo Gran Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442048";30/11/2020 11:53:46;1/1/2021 00:00:00;152.00;20.60;16000.00;15989.18;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO NICARAGUA GRAN TORO 20 [13B9F9A63D3A0D36]";"14/01/2022 10:31:00";"Balmoral";"Anejo Xo Nicaragua Gran Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442165";20/8/2021 16:05:15;12/11/2021 00:00:00;159.00;20.60;16000.00;15989.18;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO NICARAGUA PETIT ROBUSTO FT 20 [1F384DF974A0F7D6]";"13/01/2022 09:32:00";"Balmoral";"Anejo Xo Nicaragua Petit Robusto Ft 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442016";30/11/2020 10:02:33;1/1/2021 00:00:00;118.00;19.20;10500.00;10492.90;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO NICARAGUA ROTHSCHILD MASIVO 20 [49B321001CA575A5]";"14/01/2022 10:31:00";"Balmoral";"Anejo Xo Nicaragua Rothschild Masivo 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442015";30/11/2020 10:02:33;1/1/2021 00:00:00;125.00;21.80;14600.00;14590.13;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO OSCURO GORDITO 20 [07B317EAF8CB9D58]";"13/01/2022 14:49:00";"Balmoral";"Anejo Xo Oscuro Gordito 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442143";30/11/2020 09:00:00;10/6/2021 00:00:00;102.00;23.00;14900.00;14889.93;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO TORPEDO MK52 20 [A47B9B6915DEEC8A]";"14/01/2022 10:31:00";"Balmoral";"Anejo Xo Torpedo Mk52 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442051";30/11/2020 11:53:46;1/1/2021 00:00:00;159.00;20.60;16200.00;16189.05;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL ANEJO XO TORPEDO MK52 20 [B7C8CD2F4E8F799F]";"14/01/2022 10:31:00";"Balmoral";"Anejo Xo Torpedo Mk52 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32442148";30/11/2020 11:53:46;10/6/2021 00:00:00;159.00;20.60;16200.00;16189.05;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL BDS CORONA 05 [2F4DC33B7ABC4378]";"25/05/2022 10:59:00";"Balmoral";"Bds Corona 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32441099";30/11/2020 12:33:38;1/1/2021 00:00:00;142.00;16.60;9068.00;9066.59;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL BDS CORONA 05 [F4B3EEF66F382208]";"25/05/2022 10:59:00";"Balmoral";"Bds Corona 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32442074";30/11/2020 12:33:38;1/1/2021 00:00:00;142.00;16.60;9068.00;9066.59;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL BDS PANATELA 05 [477AF29B02D57A6A]";"10/01/2022 12:49:00";"Balmoral";"Bds Panatela 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32441098";30/11/2020 12:33:38;1/1/2021 00:00:00;138.00;14.60;6920.00;6918.59;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL BDS PANATELA 05 [BE69597EA7148A56]";"10/01/2022 12:49:00";"Balmoral";"Bds Panatela 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32442073";30/11/2020 12:33:38;1/1/2021 00:00:00;138.00;14.60;6920.00;6918.59;;;;;;;
"FR";"Produit du tabac";"Cigare";"BALMORAL BRS CLARO CORONA 20 [60D5A362D6F100F8]";"14/01/2022 10:31:00";"Balmoral";"Brs Claro Corona 20";"sans filtre";20.00;;"Boîte en carton";"SKU";"32442057";30/11/2020 10:02:33;1/1/2021 00:00:00;149.00;16.80;10200.00;10193.10;;;;;;;
