"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Ventilation_Filtre_Cigarette";"Baisse_Pression_Filtre_Cigarette_Fermé";"Baisse_Pression_Filtre_Cigarette_Ouvert";"Émission_Goudron";"Émission_Nicotine";"Émission_CO"
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [230152545CBF25C0]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;26/9/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [231C726EEC576E17]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;21/4/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [2594027D0F7BAD49]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;26/9/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [2D992B1B10781E1D]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;11/10/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [2F1A86DF70A6DB50]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;21/4/2022 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [303EB2CE338256E6]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [34D936CFEF7875E9]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [41143C99DDF5E9B4]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [428222FBC65A5442]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;12/2/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [429D0C63B4721814]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;4/5/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [49EA454948691A5C]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;1/4/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [4B0D7A4990826591]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;1/4/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [4D4F51A4D8AFA398]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;21/5/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [542BDFE193279E06]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [5874EC51EAE01036]";"27/04/2022 13:15:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";5/10/2018 12:58:26;17/9/2019 00:00:00;83.00;7.80;822.00;574.00;21.00;33.00;16.00;13.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [58C3388A6194625D]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;12/2/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [58D5C349C7C72217]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;28/4/2022 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [59AC57A35DFA1AA3]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;10/10/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [5A09829C0C64F181]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;21/4/2022 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [5D122B321F253F0F]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [5F9C6DB8D55E7640]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [628303A7469E22C3]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [68338F4689A6AC08]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;21/1/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [6A6432135E82F4E2]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;4/11/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [6B7E7BF1E83B46BC]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [6B96A8EF23C5A068]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;11/10/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [707E0A2FFA4B09E8]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [70FF47A060D63669]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;21/4/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [71A7698469F3BD56]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;18/2/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [73B2DC035CE221FC]";"27/04/2022 13:15:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";5/10/2018 12:58:26;12/11/2019 00:00:00;83.00;7.80;822.00;574.00;21.00;33.00;16.00;13.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [75FB291FC09FE5D0]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [7E02C57B4D9A2530]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;21/5/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [7FF5DC4B2C54774F]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [8382663337784D9F]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;27/3/2022 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [869224384B071155]";"27/04/2022 13:15:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";5/10/2018 12:58:26;26/3/2019 00:00:00;83.00;7.80;822.00;574.00;21.00;33.00;16.00;13.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [88EB050CCBE890CE]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [8C39AD9562554448]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;4/5/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [8CE1F015C1D258CC]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [8E51A585E5E11F8F]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [986C02C2EB0A983F]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;7/1/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [A0851AF89923B7CC]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [A625E2780ABE0F8C]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [AA6E7A9FBC9CEB4A]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [ABC0F0D6157B44B5]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;21/4/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [AC9521EC8E431BC5]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [AD80C0EC15B4F3D1]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [B0471A9566B22D27]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [B94D1DBAFF7F4465]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;21/5/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [C15E37D5AD5F86C9]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [C32FB844C51ECF4B]";"27/04/2022 13:15:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";5/10/2018 12:58:26;17/9/2019 00:00:00;83.00;7.80;822.00;574.00;21.00;33.00;16.00;13.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [C3CD264DBA072C53]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;11/10/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [C3FFA1CBEEF94841]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;15/2/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [C6FFBC991E80048A]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;26/9/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [D04EFF47A7D2F2DB]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [D56C94BDD092C618]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [D675A2639AF0ED60]";"28/08/2020 12:52:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";28/8/2020 12:52:39;21/4/2020 00:00:00;83.00;7.80;813.00;571.00;21.00;27.00;105.00;83.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [D67E02965E4BD0A3]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;10/10/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [D916E2AEEF0CE7DE]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [E58AC4EE8705C5BC]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;23/7/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [E6827C358AB761B4]";"24/08/2020 14:33:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";17/4/2019 15:12:42;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [E70B355012D02899]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55305";24/9/2019 12:30:36;26/9/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [EADD7E6653AA8964]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";24/9/2019 12:30:36;21/4/2020 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [EADEF6F992149868]";"24/08/2020 10:36:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"64914";11/6/2019 11:34:51;21/4/2020 00:00:00;83.00;7.80;813.00;570.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE [EF9D4BC6735305D0]";"28/04/2022 11:41:00";"JPS Firm Filter Rouge";"JPS Firm Filter Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55830";24/9/2019 12:30:36;21/5/2021 00:00:00;83.00;7.80;802.00;556.00;21.00;26.00;104.00;84.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"JPS FIRM FILTER ROUGE 100'S [2755DE1392E27718]";"26/04/2022 11:08:00";"JPS Firm Filter Rouge 100's";"JPS Firm Filter Rouge 100's";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55301";11/9/2019 16:04:32;25/9/2021 00:00:00;99.00;7.80;946.00;659.00;27.00;26.00;126.00;98.00;10.00;0.80;10.00
